-19,"[[0, 0], [0, 1], [0, 2], [0, 3], [0, 4], [1, 4], [2, 4], [2, 3], [3, 3], [4, 3], [4, 4], [3, 4], [3, 5], [2, 5], [2, 6], [1, 6], [1, 5], [0, 5], [0, 6], [0, 7], [1, 7], [2, 7], [2, 8], [3, 8], [4, 8], [4, 7], [3, 7], [3, 6], [4, 6], [5, 6], [6, 6], [6, 7], [7, 7], [7, 6], [7, 5], [7, 4], [6, 4], [6, 5], [5, 5], [5, 4], [5, 3], [6, 3], [7, 3], [7, 2], [6, 2], [6, 1], [5, 1], [5, 2], [4, 2], [4, 1]]","{'[3, 3]': 'P', '[1, 5]': 'P', '[6, 2]': 'H', '[3, 7]': 'P', '[2, 6]': 'H', '[1, 7]': 'P', '[2, 3]': 'H', '[1, 6]': 'P', '[0, 6]': 'H', '[0, 0]': 'H', '[1, 4]': 'C', '[4, 8]': 'P', '[0, 2]': 'P', '[5, 3]': 'C', '[6, 7]': 'H', '[0, 1]': 'C', '[4, 3]': 'C', '[7, 2]': 'C', '[3, 4]': 'C', '[3, 8]': 'P', '[0, 4]': 'P', '[7, 4]': 'H', '[4, 6]': 'P', '[7, 7]': 'P', '[3, 5]': 'H', '[6, 6]': 'P', '[6, 1]': 'C', '[0, 7]': 'P', '[0, 3]': 'H', '[2, 7]': 'P', '[5, 6]': 'C', '[7, 3]': 'H', '[6, 3]': 'C', '[5, 2]': 'C', '[0, 5]': 'P', '[6, 4]': 'P', '[2, 4]': 'P', '[3, 6]': 'H', '[5, 1]': 'H', '[7, 5]': 'P', '[5, 5]': 'H', '[4, 2]': 'H', '[4, 7]': 'P', '[7, 6]': 'P', '[2, 5]': 'P', '[4, 4]': 'H', '[4, 1]': 'H', '[6, 5]': 'H', '[5, 4]': 'H', '[2, 8]': 'H'}","[[[4, 3], [4, 2]], [[4, 3], [5, 3]], [[4, 4], [5, 4]], [[3, 5], [3, 6]], [[2, 6], [3, 6]], [[5, 6], [5, 5]], [[7, 4], [7, 3]], [[5, 3], [5, 2]], [[6, 3], [6, 2]], [[6, 2], [5, 2]], [[5, 1], [4, 1]]]"
-19,"[[0, 0], [0, 1], [1, 1], [2, 1], [2, 2], [3, 2], [3, 3], [4, 3], [4, 2], [4, 1], [3, 1], [3, 0], [3, -1], [4, -1], [4, 0], [5, 0], [6, 0], [6, -1], [5, -1], [5, -2], [6, -2], [6, -3], [6, -4], [5, -4], [4, -4], [3, -4], [2, -4], [2, -5], [3, -5], [3, -6], [4, -6], [4, -5], [5, -5], [6, -5], [6, -6], [6, -7], [5, -7], [5, -8], [4, -8], [4, -7], [3, -7], [3, -8], [2, -8], [2, -7], [2, -6], [1, -6], [1, -5], [0, -5], [0, -6], [-1, -6]]","{'[3, 3]': 'P', '[6, -1]': 'P', '[6, -3]': 'P', '[2, 1]': 'H', '[2, -4]': 'P', '[2, -8]': 'H', '[5, -2]': 'P', '[6, 0]': 'P', '[0, 0]': 'H', '[3, 1]': 'H', '[4, -4]': 'P', '[2, -6]': 'H', '[3, -7]': 'C', '[3, 0]': 'C', '[5, -1]': 'H', '[5, -5]': 'P', '[0, 1]': 'C', '[4, 3]': 'H', '[4, -6]': 'P', '[1, -6]': 'C', '[5, -4]': 'P', '[4, -1]': 'P', '[3, -5]': 'P', '[4, -8]': 'H', '[-1, -6]': 'H', '[6, -7]': 'H', '[2, -7]': 'C', '[0, -5]': 'C', '[0, -6]': 'H', '[2, -5]': 'H', '[1, 1]': 'P', '[3, 2]': 'C', '[1, -5]': 'H', '[3, -4]': 'P', '[6, -5]': 'P', '[2, 2]': 'P', '[3, -6]': 'C', '[6, -2]': 'P', '[5, -7]': 'P', '[4, -7]': 'H', '[6, -6]': 'P', '[6, -4]': 'H', '[5, -8]': 'H', '[4, 2]': 'P', '[5, 0]': 'P', '[4, 0]': 'H', '[4, 1]': 'C', '[3, -1]': 'H', '[3, -8]': 'C', '[4, -5]': 'H'}","[[[2, 1], [3, 1]], [[3, 2], [3, 1]], [[4, 1], [4, 0]], [[3, 0], [4, 0]], [[2, -5], [2, -6]], [[2, -5], [1, -5]], [[3, -6], [3, -7]], [[3, -6], [2, -6]], [[4, -8], [3, -8]], [[3, -7], [2, -7]], [[1, -6], [0, -6]]]"
