-20,"[[0, 0], [-1, 0], [-1, 1], [-2, 1], [-3, 1], [-3, 2], [-2, 2], [-1, 2], [0, 2], [0, 1], [1, 1], [1, 2], [1, 3], [0, 3], [0, 4], [0, 5], [-1, 5], [-1, 4], [-1, 3], [-2, 3], [-2, 4], [-2, 5], [-3, 5], [-3, 4], [-3, 3], [-4, 3], [-5, 3], [-6, 3], [-6, 4], [-5, 4], [-5, 5], [-6, 5], [-7, 5], [-8, 5], [-8, 4], [-7, 4]]","{'[-2, 3]': 'H', '[-6, 3]': 'P', '[-1, 0]': 'P', '[0, 0]': 'P', '[-1, 3]': 'C', '[-6, 5]': 'P', '[-8, 4]': 'P', '[-1, 5]': 'H', '[-8, 5]': 'H', '[0, 3]': 'C', '[-1, 1]': 'C', '[-7, 5]': 'P', '[-2, 5]': 'P', '[-3, 3]': 'H', '[-2, 1]': 'H', '[-3, 4]': 'H', '[0, 2]': 'H', '[-4, 3]': 'P', '[1, 3]': 'P', '[-5, 3]': 'P', '[-3, 2]': 'P', '[-2, 2]': 'P', '[-3, 1]': 'H', '[-5, 5]': 'H', '[1, 1]': 'P', '[-6, 4]': 'P', '[0, 5]': 'H', '[0, 1]': 'P', '[-3, 5]': 'P', '[1, 2]': 'P', '[-7, 4]': 'P', '[0, 4]': 'H', '[-1, 2]': 'C', '[-1, 4]': 'H', '[-5, 4]': 'H', '[-2, 4]': 'H'}","[[[-1, 1], [-1, 2]], [[-1, 2], [-1, 3]], [[0, 2], [0, 3]], [[0, 3], [-1, 3]], [[0, 4], [-1, 4]], [[-1, 4], [-2, 4]], [[-2, 3], [-3, 3]], [[-2, 4], [-3, 4]]]"
-20,"[[0, 0], [0, -1], [1, -1], [1, 0], [1, 1], [2, 1], [2, 0], [2, -1], [3, -1], [3, 0], [4, 0], [4, -1], [4, -2], [3, -2], [3, -3], [3, -4], [2, -4], [2, -3], [2, -2], [1, -2], [0, -2], [0, -3], [0, -4], [-1, -4], [-2, -4], [-2, -5], [-1, -5], [0, -5], [1, -5], [2, -5], [2, -6], [1, -6], [1, -7], [2, -7], [3, -7], [3, -6]]","{'[0, -3]': 'P', '[0, -2]': 'H', '[-2, -4]': 'H', '[0, -1]': 'P', '[1, -5]': 'P', '[3, -2]': 'C', '[0, 0]': 'P', '[1, -7]': 'P', '[3, -6]': 'P', '[1, -1]': 'C', '[1, -6]': 'P', '[3, -7]': 'P', '[1, -2]': 'H', '[2, -7]': 'H', '[2, 1]': 'P', '[4, -2]': 'P', '[2, -1]': 'C', '[2, -2]': 'C', '[2, -5]': 'H', '[3, 0]': 'P', '[2, -6]': 'H', '[3, -3]': 'H', '[-1, -5]': 'P', '[2, -4]': 'H', '[-1, -4]': 'H', '[1, 0]': 'H', '[1, 1]': 'H', '[-2, -5]': 'P', '[3, -1]': 'H', '[2, 0]': 'P', '[0, -4]': 'P', '[4, 0]': 'P', '[3, -4]': 'H', '[2, -3]': 'H', '[0, -5]': 'P', '[4, -1]': 'P'}","[[[1, -1], [1, -2]], [[1, -1], [2, -1]], [[2, -1], [2, -2]], [[3, -1], [3, -2]], [[3, -2], [2, -2]], [[3, -3], [2, -3]], [[2, -4], [2, -5]], [[2, -6], [2, -7]]]"
